a	ā,ə, yek
terrifying	adjective, tirsda
territories	noun, herêm
territory	ˈterəˌtôrē, herêm
terror	ˈterər, teror
terrorise	ˈterəˌrīz, terorkirin
terrorised	verb, terorkirin
terrorises	ˈterəˌrīz, terorkirin
terrorising	ˈterəˌrīz, terorkirin
terrorism	ˈterəˌrizəm, terorîzm
terrorist	ˈterərist, terorîst
terrorists	noun, terorîst
terrorize	ˈterəˌrīz, terorkirin
terrorized	verb, terorkirin
terrorizes	ˈterəˌrīz, terorkirin
terrorizing	ˈterəˌrīz, terorkirin
terrors	ˈterər, teror
test	test, cerribandin
testament	ˈtestəmənt, vesîyet
testaments	ˈtestəmənt, vesîyet
tested	verb, cerribandin
testicle	ˈtestikəl, gûn
testicles	noun, gûn
testified	verb, îfadedan
testifies	ˈtestəˌfī, îfadedan
testify	ˈtestəˌfī, îfadedan
testifying	verb, îfadedan
testimonies	noun, îfada şahîd
testimony	ˈtestəˌmōnē, îfada şahîd
testing	verb, cerribandin
tests	test, cerribandin
text	tekst, nivîstok
textbook	ˈteks(t)ˌbo͝ok, pirtûka hînkirinê
textbooks	noun, pirtûka hînkirinê
texts	noun, nivîstok
texture	ˈteksCHər, awa
textures	noun, awa
than	T͟Han,T͟Hən, dema ko
thank	THaNGk, sipaskirin
thanked	verb, sipaskirin
thankful	ˈTHaNGkfəl, sipasdar
thanking	verb, sipaskirin
thankless	ˈTHaNGklis, nankor
thanks	THaNGks, sipas
that	T͟Hat,T͟Hət, kî
thaw	THô, helîn
thawed	verb, helîn
thawing	verb, helîn
thaws	THô, helîn
the	T͟Hē,T͟Hə, ew
theater	ˈTHēətər, şano
theaters	ˈTHēətər, şano
theatre	ˈTHēətər, şano
theatres	noun, şano
theft	THeft, dizîn
thefts	THeft, dizîn
their	T͟He(ə)r, yê wê
them	T͟Hem,T͟Həm, wê
theme	THēm, mijad
themes	noun, mijad
themselves	T͟Hem-,T͟Həmˈselvz, xwe
then	T͟Hen, paşan
theories	noun, dîtinî
theory	ˈTHi(ə)rē,ˈTHēərē, dîtinî
therapies	ˈTHerəpē, noşîkerî
therapy	ˈTHerəpē, noşîkerî
there	T͟He(ə)r, liwir
thereafter	T͟He(ə)rˈaftər, paûê
thereby	T͟He(ə)rˈbī, bi vê rêyê
therefore	ˈT͟He(ə)rˌfôr, ji ber vê yekê
thermometer	THərˈmämitər, termomîter
thermometers	THərˈmämitər, termomîter
these	adjective, vaya
theses	noun, nezer
thesis	ˈTHēsis, nezer
The Y	T͟Hā, ew
the Y	T͟Hā, ew
they	T͟Hā, ew
thick	THik, zixt
thicker	adjective, zixt
thickest	adjective, zixt
thickness	ˈTHiknis, qewîtî
thicknesses	ˈTHiknis, qewîtî
thief	THēf, diz
thieves	noun, diz
thigh	THī, çîp
thighs	noun, çîp
thimble	ˈTHimbəl, tilîkovik
thimbles	ˈTHimbəl, tilîkovik
thin	THin, tenik
thing	THiNG, tişt
things	noun, tişt
think	THiNGk, ponijîn
thinks	verb, ponijîn
thinner	ˈTHinər, tenik
thinnest	THin, tenik
third	THərd, sêyem
thirst	THərst, tîbûnî
thirstier	ˈTHərstē, tî
thirstiest	ˈTHərstē, tî
thirsts	THərst, tîbûnî
thirsty	ˈTHərstē, tî
thirteen	ˈTHərˌtēn,ˌTHərˈtēn, sêzdeh
thirties	noun, sî
thirty	ˈTHərtē, sî
this	T͟His, vaya
thorn	THôrn, kelem
thorns	noun, kelem
thorough	ˈTHərō, bingehî
those	pronoun, wana
though	T͟Hō, herwiha
thought	THôt, pojin
thoughtful	ˈTHôtfəl, bibal
thoughtless	ˈTHôtləs, bêheş
thoughts	noun, pojin
thousand	ˈTHouzənd, hezar
thousands	noun, hezar
thread	THred, dezî
threads	noun, dezî
threat	THret, tirsavêtinî
threaten	ˈTHretn, çavtirsandin
threatened	verb, çavtirsandin
threatening	ˈTHretn-iNG, çavtirsandin
threatens	ˈTHretn, çavtirsandin
threats	noun, tirsavêtinî
three	THrē, sê
threes	noun, sê
threshold	ˈTHreSHˌ(h)ōld, nepxok
thresholds	ˈTHreSHˌ(h)ōld, nepxok
threw	verb, avêtin
thrive	THrīv, gîhan
thriven	verb, gîhan
thrives	THrīv, gîhan
thriving	verb, gîhan
throat	THrōt, qirrik
throats	THrōt, qirrik
throb	THräb, liserman
throbbed	verb, liserman
throbbing	verb, liserman
throbs	THräb, liserman
throne	THrōn, tac
thrones	THrōn, tac
throttle	ˈTHrätl, pîdala gazê
throttles	ˈTHrätl, pîdala gazê
through	THro͞o, bi rêga
throughout	THro͞oˈout, li her der
throve	verb, gîhan
throw	THrō, avêtin
throwing	verb, avêtin
thrown	verb, avêtin
throws	THrō, avêtin
thumb	THəm, tilîya meyin
thumbs	THəm, tilîya meyin
thunder	ˈTHəndər, gûrgûr
thunderstorm	ˈTHəndərˌstôrm, ewr
thunderstorms	noun, ewr
Thursday	-dē,ˈTHərzdā, pêncşem
Thursdays	noun, pêncşem
thus	T͟Həs, ji ber vê yekê
tick	tik, kêz
ticket	ˈtikit, qert
tickets	noun, qert
tickle	ˈtikəl, xûrîkanîn
tickled	verb, xûrîkanîn
tickles	verb, xûrîkanîn
tickling	verb, xûrîkanîn
ticklish	ˈtik(ə)liSH, xûrîktê
ticks	tik, kêz
tide	tīd, pêldaket
tides	noun, pêldaket
tidied	verb, sehevdan
tidier	adjective, rêzane
tidies	ˈtīdē, sehevdan
tidiest	ˈtīdē, rêzane
tidy	ˈtīdē, sehevdan
tidying	verb, sehevdan
tie	tī, qirawêt
tied	verb, girêdan
ties	noun, qirawêt
tiger	ˈtīgər, piling
tigers	noun, piling
tight	tīt, zixt
tighten	ˈtītn, vekişandin
tightened	verb, vekişandin
tightening	verb, vekişandin
tightens	ˈtītn, vekişandin
tighter	adjective, zixt
tightest	tīt, zixt
time	tīm, dem
timeless	ˈtīmlis, herdem
times	tīmz, dem
time table	noun, dempîlan
time-table	noun, dempîlan
timetable	ˈtīmˌtābəl, dempîlan
timetables	ˈtīmˌtābəl, dempîlan
timid	ˈtimid, fedîkar
timider	ˈtimid, fedîkar
timidest	ˈtimid, fedîkar
tin	tin, çingo
tinier	ˈtīnē, pito
tiniest	adjective, pito
tins	noun, çingo
tiny	ˈtīnē, pito
tip	tip, serî
tips	noun, serî
tire	tīr, dûlab
tired	tīrd, westya
tires	noun, dûlab
tissue	ˈtiSHo͞o, desmal
tissues	noun, desmal
title	ˈtītl, nav
titles	noun, nav
t.o	to͞o, ber
t.o.	preposition, ber
to	to͞o, ber
toad	tōd, beq
toads	tōd, beq
toast	tōst, gotina vexwarinê
toaster	ˈtōstər, tosbirajt
toasters	ˈtōstər, tosbirajt
tobacco	təˈbakō, tûtin
tobaccos	təˈbakō, tûtin
to day	adverb, îro
to-day	adverb, îro
today	təˈdā, îro
toe	tō, tilîya pê
toenail	ˈtōˌnāl, nenûka tilîya pê
toes	noun, tilîya pê
together	təˈgeT͟Hər, bihevra
toilet	ˈtoilit, destav
toilet paper	, kaxeza destavê
toilets	noun, destav
tolerable	ˈtälərəbəl, têkêş
tolerance	ˈtäl(ə)rəns, bêhne
tolerances	ˈtäl(ə)rəns, bêhne
tolerant	ˈtälərənt, bêhnfire
tolerate	ˈtäləˌrāt, bêhnfirgirtin
tolerated	verb, bêhnfirgirtin
tolerates	ˈtäləˌrāt, bêhnfirgirtin
tolerating	ˈtäləˌrāt, bêhnfirgirtin
to let	verb, berdan
toll	tōl, xerc
tolls	noun, xerc
tomato	-ˈmätō,təˈmātō, bacanê sor
tomatoes	noun, bacanê sor
tomb	to͞om, gor
tombs	noun, gor
tombstone	ˈto͞omˌstōn, kevirê gorê
tombstones	noun, kevirê gorê
tomorrow	-ˈmärō,təˈmôrō, sibe
ton	tôN,tən, ton
tone	tōn, qewîreng
tones	tōn, qewîreng
tongue	təNG, ziman
tongues	təNG, ziman
tonight	təˈnīt, îro êvarî
tons	noun, ton
tonsil	ˈtänsəl, beîv
tonsils	noun, beîv
too	to͞o, hîn
tool	to͞ol, hacet
tools	noun, hacet
tooth	to͞oTH, diran
tooth brush	noun, firça diranan
toothbrush	ˈto͞oTHˌbrəSH, firça diranan
toothbrushes	noun, firça diranan
tooth paste	noun, merhema diranan
toothpaste	ˈto͞oTHˌpāst, merhema diranan
toothpastes	noun, merhema diranan
tooth pick	noun, kûrdan
toothpick	ˈto͞oTHˌpik, kûrdan
top	täp, kop
topic	ˈtäpik, mijar
topics	noun, mijar
tops	noun, kop
torch	tôrCH, fanosa desta
torches	tôrCH, fanosa desta
tore	verb, qetyan
torment	, tadekirin
tormented	verb, tadekirin
tormenting	verb, tadekirin
torments	verb, tadekirin
torn	verb, qetyan
tornado	tôrˈnādō, bahîzok
tornadoes	tôrˈnādō, bahîzok
tornados	tôrˈnādō, bahîzok
torsi	ˈtôrsō, beden
torso	ˈtôrsō, beden
torsos	ˈtôrsō, beden
tortoise	ˈtôrtəs, req
tortoises	ˈtôrtəs, req
torture	ˈtôrCHər, îşkencekirin
tortured	verb, îşkencekirin
tortures	ˈtôrCHər, îşkencekirin
torturing	verb, îşkencekirin
to sell	verb, firotin
toss	täs,tôs, avêtin
tossed	verb, avêtin
tosses	täs,tôs, avêtin
tossing	verb, avêtin
total	ˈtōtl, hemî
totally	ˈtōtl-ē, giştî
touch	təCH, pêxistin
touched	verb, pêxistin
touches	təCH, pêxistin
touching	ˈtəCHiNG, biheste
tough	təf, dijwar
tougher	təf, dijwar
toughest	təf, dijwar
toughness	noun, dijwarî
tour	to͝or, sefer
tourism	ˈto͝orˌizəm, seferî
tourist	ˈto͝orist, gerrok
tournament	ˈto͝or-,ˈtərnəmənt, canperî
tournaments	ˈto͝or-,ˈtərnəmənt, canperî
tours	noun, sefer
tow	tō, pê xweve kişandin
toward	t(ə)ˈwôrd,tôrd, dijî
towed	verb, pê xweve kişandin
towel	ˈtoul, xewlî
towels	noun, xewlî
tower	ˈtou(ə)r, birc
towers	noun, birc
towing	verb, pê xweve kişandin
town	toun, bajar
town hall	noun, beledî
tows	tō, pê xweve kişandin
toy	toi, lîstok
toys	noun, lîstok
track	trak, şopajotin
tracked	verb, şopajotin
tracking	ˈtrakiNG, şopajotin
tracks	verb, şopajotin
tractor	ˈtraktər, trektor
tractors	ˈtraktər, trektor
trade	trād, bazarkirin
traded	verb, bazarkirin
trader	ˈtrādər, bazirgan
traders	noun, bazirgan
trades	verb, bazarkirin
trade show	noun, pêşangeh
trading	ˈtrādiNG, bazarkirin
tradition	trəˈdiSHən, kevneşopî
traditional	trəˈdiSHənl, kevneşop
traditions	noun, kevneşopî
traffic	ˈtrafik, tirafîk
traffic jam	, rêxetim
tragedies	ˈtrajidē, tirajedî
tragedy	ˈtrajidē, tirajedî
tragic	ˈtrajik, trajîk
trail	trāl, şop
trailer	ˈtrālər, trimbêla têde tê rûniştin
trailers	noun, trimbêla têde tê rûniştin
trails	noun, şop
train	trān, gîhandin
trained	verb, gîhandin
trainee	trāˈnē, fêrevan
trainees	noun, fêrevan
trainer	ˈtrānər, fêrker
trainers	noun, fêrker
training	ˈtrāniNG, fêrî
trainings	ˈtrāniNG, fêrî
trains	verb, gîhandin
train station	noun, îstesyon
traitor	ˈtrātər, xayin
traitors	ˈtrātər, xayin
tram	tram, trêna nav bajar
tramp	tramp, tolaz
tramps	noun, tolaz
trams	tram, trêna nav bajar
tranquilizer	ˈtraNGkwəˌlīzər, dermanê tevizandinê
tranquilizers	noun, dermanê tevizandinê
transaction	-ˈzak-,tranˈsakSHən, şandindayinî
transactions	noun, şandindayinî
transfer	, derbaskirin
transferred	verb, derbaskirin
transferring	verb, derbaskirin
transfers	verb, derbaskirin
transfusion	transˈfyo͞oZHən, xwîndan
transfusions	transˈfyo͞oZHən, xwîndan
translate	transˈlāt,tranz-, wergerandin
translated	verb, wergerandin
translates	transˈlāt,tranz-, wergerandin
translating	verb, wergerandin
translation	transˈlāSHən,tranz-, werger
translations	noun, werger
translator	ˈtransˌlātər,ˈtranz-, wergêr
translators	ˈtransˌlātər,ˈtranz-, wergêr
transmission	transˈmiSHən,tranz-, gihandinî
transmissions	transˈmiSHən,tranz-, gihandinî
transmit	trans-,tranzˈmit, gîhandin
transmits	verb, gîhandin
transmitted	verb, gîhandin
transmitting	verb, gîhandin
transparent	-ˈspar-,tranˈspe(ə)rənt, rohnî
transport	, neqilkirin
transportation	ˌtranspərˈtāSHən, neqlîye
transported	verb, neqilkirin
transporting	verb, neqilkirin
transports	verb, neqilkirin
trap	trap, dek
traps	traps, dek
trash	traSH, zibil
trauma	ˈtroumə,ˈtrô-, şikesta
traumas	ˈtroumə,ˈtrô-, şikesta
traumata	noun, şikesta
travel	ˈtravəl, gerrîn
traveler	ˈtrav(ə)lər, gerrok
traveller	ˈtrav(ə)lər, gerrok
travels	verb, gerrîn
tray	trā, temsîk
trays	trā, temsîk
treason	ˈtrēzən, îxanet
treasons	ˈtrēzən, îxanet
treasure	ˈtreZHər, xezîne
treasures	noun, xezîne
treat	trēt, dermankirin
treated	verb, dermankirin
treaties	ˈtrētē, peyman
treating	verb, dermankirin
treatment	ˈtrētmənt, demankirinî
treatments	noun, demankirinî
treats	verb, dermankirin
treaty	ˈtrētē, peyman
tree	trē, dar
trees	noun, dar
tremble	ˈtrembəl, cirrifandin
trembled	ˈtrembəl, cirrifandin
trembles	verb, cirrifandin
trembling	verb, cirrifandin
trench	trenCH, kort
trenches	noun, kort
trial	ˈtrī(ə)l, cerrib
trials	noun, cerrib
triangle	ˈtrīˌaNGgəl, sêqozî
triangles	noun, sêqozî
tribe	trīb, reh
tribes	noun, reh
tribute	ˈtribyo͞ot, bedel
tributes	ˈtribyo͞ot, bedel
trick	trik, fen
tricks	noun, fen
tried	trīd, bazarkirin
tries	verb, bazarkirin
trigger	ˈtrigər, kişok
triggers	noun, kişok
trip	trip, gerr
trips	noun, gerr
troops	noun, alayî
trophies	noun, bîrane
trophy	ˈtrōfē, bîrane
tropical	ˈträpəkəl, medare
trouble	ˈtrəbəl, astengan
troubles	noun, astengan
trousers	ˈtrouzərz, şal
trout	trout, masî
trouts	noun, masî
truce	tro͞os, agirbesî
truces	tro͞os, agirbesî
truck	trək, qemyon
trucks	noun, qemyon
TRUE	tro͞o, rehî
truer	tro͞o, rehî
truest	tro͞o, rehî
trumpet	ˈtrəmpit, trompêt
trumpets	ˈtrəmpit, trompêt
trunk	trəNGk, ber
trunks	trəNGks, ber
trust	trəst, bawerîn
trusted	verb, bawerîn
trustee	trəˈstē, wekîl
trustees	noun, wekîl
trusting	ˈtrəstiNG, bawerîn
trusts	trəst, bawerîn
truth	tro͞oTH, rastî
truthful	ˈtro͞oTHfəl, dilsoz
truths	tro͞oTH, rastî
try	trī, bazarkirin
trying	ˈtrī-iNG, bazarkirin
tub	təb, teşta serşo
tube	t(y)o͞ob, lûle
tubes	noun, lûle
tubs	təb, teşta serşo
Tuesday	-dē,ˈt(y)o͞ozdā, sêşem
Tuesdays	noun, sêşem
tug boat	noun, kêşar
tugboat	, kêşar
tugboats	, kêşar
tuition	t(y)o͞oˈiSHən, ders
tulip	ˈt(y)o͞oləp, sosin
tulips	noun, sosin
tumble	ˈtəmbəl, qûlipandin
tumbled	verb, qûlipandin
tumbles	ˈtəmbəl, qûlipandin
tumbling	verb, qûlipandin
tumor	ˈt(y)o͞omər, kûl
tumors	ˈt(y)o͞omər, kûl
tumour	ˈt(y)o͞omər, kûl
tumours	ˈt(y)o͞omər, kûl
tuna	ˈt(y)o͞onə, masîyê ton
tunas	ˈt(y)o͞onə, masîyê ton
tune	t(y)o͞on, destkêberdan
tuned	verb, destkêberdan
tunes	verb, destkêberdan
tuning	verb, destkêberdan
tunnel	ˈtənl, tûnêl
tunnels	ˈtənl, tûnêl
turban	ˈtərbən, çefî
turbans	ˈtərbən, çefî
turbine	-bin,ˈtərˌbīn, torbîn
turbines	-bin,ˈtərˌbīn, torbîn
turbulence	ˈtərbyələns, serobinî
turbulent	ˈtərbyələnt, serobin
turkey	ˈtərkē, elok
turkeys	ˈtərkē, elok
turmoil	ˈtərˌmoil, serrakirinî
turmoils	ˈtərˌmoil, serrakirinî
turn	tərn, zîvirandin
turned	verb, zîvirandin
turning	ˈtərniNG, zîvirandin
turning over	verb, vacîkirin
turnip	ˈtərnəp, çelem
turnips	noun, çelem
turn over	verb, vacîkirin
turns	verb, zîvirandin
turtle	ˈtərtl, req
turtles	noun, req
tusk	təsk, diranê fîl
tusks	təsk, diranê fîl
tutor	ˈt(y)o͞otər, mamostê şexsî
tutors	ˈt(y)o͞otər, mamostê şexsî
tweezers	ˈtwēzərz, mûçink
twelve	twelv, dûwazdeh
twelves	twelv, dûwazdeh
twenties	noun, bîst
twenty	ˈtwentē, bîst
twice	twīs, dûcar
twilight	ˈtwīˌlīt, roavayî
twilights	noun, roavayî
twin	twin, cêwî
twins	noun, cêwî
twist	twist, gûherrîn
twisted	ˈtwistid, gûherrîn
twisting	verb, gûherrîn
twists	twist, gûherrîn
twitch	twiCH, lerzîn
twitched	twiCH, lerzîn
twitches	twiCH, lerzîn
twitching	verb, lerzîn
two	to͞o, dû
twos	noun, dû
tying	verb, girêdan
type	tīp, nivîsîn
typed	verb, nivîsîn
types	verb, nivîsîn
typewriter	ˈtīpˌrītər, makîna nivîsê
typewriters	noun, makîna nivîsê
typical	ˈtipikəl, mîna
typing	ˈtīpiNG, nivîsîn
typist	ˈtīpist, nivîsevan
typists	ˈtīpist, nivîsevan
Tyre	tī(ə)r, dûlab
tyre	tīr, dûlab
udder	ˈədər, gûhan
udders	ˈədər, gûhan
uglier	adjective, nerind
ugliest	adjective, nerind
ugly	ˈəglē, nerind
ulcer	ˈəlsər, werm
ulcers	noun, werm
ultimate	ˈəltəmit, dervatirîn
umbrella	ˌəmˈbrelə, sîdank
umbrellas	noun, sîdank
unarmed	ˌənˈärmd, bêçek
unauthorised	ˌənˈôTHəˌrīzd, bêmaf
unauthorized	ˌənˈôTHəˌrīzd, bêmaf
unavoidable	ˌənəˈvoidəbəl, nayê manîkirin
unaware	ˌənəˈwe(ə)r, nezan
unbearable	ˌənˈbe(ə)rəbəl, nayekêş
unbelievable	ˌənbəˈlēvəbəl, nayebawer
uncertain	ˌənˈsərtn, bêgûman
uncle	ˈəNGkəl, xal
unclear	ˌənˈkli(ə)r, nezelal
uncles	noun, xal
uncomfortable	-ˈkəmftərbəl,ˌənˈkəmfərtəbəl, nerehet
uncommon	ˌənˈkämən, nenas
unconditional	-ˈdiSHnəl,ˌənkənˈdiSHənl, bêşert
unconscious	ˌənˈkänSHəs, xewirî
unconsciously	adverb, nezanî
uncontrollable	ˌənkənˈtrōləbəl, naye kotrol
under	ˈəndər, binê
undercurrent	ˈəndərˌkərənt, herrikîna binerd
undercurrents	noun, herrikîna binerd
underestimate	, biçûkdîtin
underestimated	verb, biçûkdîtin
underestimates	verb, biçûkdîtin
underestimating	verb, biçûkdîtin
underground	, tirêna binerdî
undergrounds	, tirêna binerdî
underline	ˌəndərˈlīn, binxetkirin
underlined	verb, binxetkirin
underlines	verb, binxetkirin
underlining	verb, binxetkirin
undermine	ˈəndərˌmīn,ˌəndərˈmīn, binvekirin
undermined	verb, binvekirin
undermines	ˈəndərˌmīn,ˌəndərˈmīn, binvekirin
undermining	verb, binvekirin
underneath	ˌəndərˈnēTH, di binîda
underpass	ˈəndərˌpas, tûnêl
underpasses	ˈəndərˌpas, tûnêl
understand	ˌəndərˈstand, têgihîştin
understandable	ˌəndərˈstandəbəl, têfêhm
understanding	ˌəndərˈstandiNG, lihevhat
understands	ˌəndərˈstand, têgihîştin
understatement	ˈəndərˌstātmənt, kêmdîtinî
understatements	noun, kêmdîtinî
undertake	ˌəndərˈtāk, girtin ser xwe
undertaken	verb, girtin ser xwe
undertakes	verb, girtin ser xwe
undertaking	ˈəndərˌtākiNG,ˌəndərˈtā-, kirinî
undertakings	ˈəndərˌtākiNG,ˌəndərˈtā-, kirinî
undertook	verb, girtin ser xwe
under water	adjective, binav
underwater	-ˈwätər,ˌəndərˈwôtər, binav
underwear	ˈəndərˌwer, bincil
undesirable	ˌəndiˈzīrəbəl, nexwestî
undiscovered	ˌəndisˈkəvərd, veşartî
undivided	ˌəndəˈvīdid, nepar
undress	ˌənˈdres, ji xwe kirin
undressed	ˌənˈdrest, ji xwe kirin
undresses	verb, ji xwe kirin
undressing	verb, ji xwe kirin
uneasier	ˌənˈēzē, nerehet
uneasiest	ˌənˈēzē, nerehet
uneasy	ˌənˈēzē, nerehet
uneducated	ˌənˈejəˌkātid, negîşt
unemployed	ˌənimˈploid, bêkar
unemployment	ˌənimˈploimənt, bêkarî
uneven	ˌənˈēvən, xwar
unexpected	ˌənikˈspektid, nepa
unfair	ˌənˈfe(ə)r, neheq
unfaithful	ˌənˈfāTHfəl, nedilsoz
unfamiliar	ˌənfəˈmilyər, nefêr
unfinished	ˌənˈfiniSHt, neqedya
unfit	ˌənˈfit, lênayê
unfold	ˌənˈfōld, ji hevvekirin
unfolded	verb, ji hevvekirin
unfolding	verb, ji hevvekirin
unfolds	ˌənˈfōld, ji hevvekirin
unforgettable	ˌənfərˈgetəbəl, bîrnabe
unforgivable	ˌənfərˈgivəbəl, efnabe
unfortunate	ˌənˈfôrCHənət, bêbext
unfortunately	ˌənˈfôrCHənətlē, mixabîn
unfriendlier	ˌənˈfren(d)lē, nedost
unfriendliest	ˌənˈfren(d)lē, nedost
unfriendly	ˌənˈfren(d)lē, nedost
ungrateful	ˌənˈgrātfəl, nankor
unhappier	ˌənˈhapē, nebextîyar
unhappiest	ˌənˈhapē, nebextîyar
unhappy	ˌənˈhapē, nebextîyar
unharmed	ˌənˈhärmd, bêbirîn
unhealthier	ˌənˈhelTHē, nesax
unhealthiest	ˌənˈhelTHē, nesax
unhealthy	ˌənˈhelTHē, nesax
unification	ˌyo͞onəfiˈkāSHən, komele
unifications	ˌyo͞onəfiˈkāSHən, komele
unified	verb, yekkirin
unifies	ˈyo͞onəˌfī, yekkirin
uniform	ˈyo͞onəˌfôrm, cilwaz
uniforms	noun, cilwaz
unify	ˈyo͞onəˌfī, yekkirin
unifying	verb, yekkirin
unimaginable	ˌənəˈmaj(ə)nəbəl, xeyalnabe
unimportant	ˌənimˈpôrtnt, negiring
uninhabited	ˌəninˈhabitid, vala
unintentional	ˌəninˈtenCHənl, bêqesd
union	ˈyo͞onyən, yekîtî
unions	noun, yekîtî
unique	yo͞oˈnēk, yekane
unit	ˈyo͞onit, yekbûn
unite	yo͞oˈnīt, yekkirin
united	yo͞oˈnītid, yekbû
unites	yo͞oˈnīt, yekkirin
unities	noun, yekîtî
uniting	verb, yekkirin
units	noun, yekbûn
unity	ˈyo͞onətē, yekîtî
universal	ˌyo͞onəˈvərsəl, gişt
universe	ˈyo͞onəˌvərs, ezman
universes	ˈyo͞onəˌvərs, ezman
university	ˌyo͞onəˈvərsətē, zanko
unjust	ˌənˈjəst, neheq
unjustifiable	-ˌjəstəˈfī-,ˌənˈjəstəˌfīəbəl, bêberpisîyar
unjustified	ˌənˈjəstəˌfīd, bêheq
unkind	ˌənˈkīnd, nedost
unknown	ˌənˈnōn, nenas
unlawful	ˌənˈlôfəl, dijqanûn
unless	ənˈles,ˌən-, heke...ne
unlikelier	ˌənˈlīklē, bêgûman
unlikeliest	ˌənˈlīklē, bêgûman
unlikely	ˌənˈlīklē, bêgûman
unload	ˌənˈlōd, bardaxistin
unloaded	verb, bardaxistin
unloading	verb, bardaxistin
unloads	ˌənˈlōd, bardaxistin
unlock	ənˈläk, vekirin
unlocked	ənˈläkt, vekirin
unlocking	verb, vekirin
unlocks	ənˈläk, vekirin
unluckier	ˌənˈləkē, nebextîyar
unluckiest	ˌənˈləkē, nebextîyar
unlucky	ˌənˈləkē, nebextîyar
unnatural	ˌənˈnaCH(ə)rəl, netabiî
unnecessary	ˌənˈnesəˌserē, nepêwist
unpack	ˌənˈpak, ji berhevxistin
unpacked	verb, ji berhevxistin
unpacking	verb, ji berhevxistin
unpacks	verb, ji berhevxistin
unpleasant	ˌənˈplezənt, naxoş
unqualified	ˌənˈkwäləˌfīd, nezan
unreal	ˌənˈrē(ə)l, nerast
unreasonable	ˌənˈrēz(ə)nəbəl, serhişk
unrest	ˌənˈrest, nerehetî
unscrew	ˌənˈskro͞o, jêbadan
unscrewed	verb, jêbadan
unscrewing	ˌənˈskro͞o, jêbadan
unscrews	ˌənˈskro͞o, jêbadan
unsociable	ˌənˈsōSHəbəl, civatbej
unstable	ˌənˈstābəl, livok
unsuccessful	ˌənsəkˈsesfəl, bê serfirazî
unsuitable	ˌənˈso͞otəbəl, lênayê
unsure	ˌənˈSHo͝or, neemîn
